"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,12,3,1922,1922,0,17,19,-2,"DL",2070,"N624AG","JFK","SJU",202,1598,19,22,2013-12-03 19:00:00
2013,11,21,1152,1200,-8,1331,1336,-5,"UA",255,"N819UA","LGA","ORD",120,733,12,0,2013-11-21 12:00:00
2013,2,14,742,745,-3,1101,1125,-24,"AA",59,"N319AA","JFK","SFO",353,2586,7,45,2013-02-14 07:00:00
2013,7,25,750,755,-5,1054,1115,-21,"AA",59,"N332AA","JFK","SFO",345,2586,7,55,2013-07-25 07:00:00
2013,3,8,2031,1929,62,2221,2137,44,"EV",4543,"N14204","EWR","DSM",151,1017,19,29,2013-03-08 19:00:00
2013,8,23,1650,1651,-1,1850,1832,18,"EV",4702,"N14907","EWR","GSO",71,445,16,51,2013-08-23 16:00:00
2013,4,21,751,755,-4,908,910,-2,"MQ",4418,"N852MQ","JFK","DCA",57,213,7,55,2013-04-21 07:00:00
2013,11,11,1855,1900,-5,2033,2035,-2,"EV",4195,"N13964","EWR","BNA",121,748,19,0,2013-11-11 19:00:00
2013,6,7,1951,1930,21,2235,2230,5,"AA",791,"N3JJAA","LGA","DFW",196,1389,19,30,2013-06-07 19:00:00
2013,4,23,1429,1436,-7,1813,1755,18,"UA",560,"N557UA","JFK","SFO",358,2586,14,36,2013-04-23 14:00:00
2013,7,11,1123,1105,18,1315,1314,1,"DL",1031,"N357NB","LGA","DTW",82,502,11,5,2013-07-11 11:00:00
2013,5,23,1852,1629,143,2245,1939,186,"AA",565,"N3FNAA","JFK","DFW",217,1391,16,29,2013-05-23 16:00:00
2013,7,14,1348,1315,33,1616,1558,18,"B6",553,"N656JB","JFK","PBI",127,1028,13,15,2013-07-14 13:00:00
2013,10,8,832,838,-6,1155,1143,12,"UA",1401,"N73259","EWR","MIA",168,1085,8,38,2013-10-08 08:00:00
2013,6,26,1455,1500,-5,1749,1755,-6,"AA",1813,"N621AA","JFK","MCO",131,944,15,0,2013-06-26 15:00:00
2013,5,2,1402,1357,5,1656,1712,-16,"UA",1570,"N26208","EWR","SFO",329,2565,13,57,2013-05-02 13:00:00
2013,5,29,814,819,-5,1146,1210,-24,"B6",717,"N645JB","JFK","SJU",191,1598,8,19,2013-05-29 08:00:00
2013,4,25,1855,1900,-5,2144,2202,-18,"UA",527,"N478UA","EWR","DFW",204,1372,19,0,2013-04-25 19:00:00
2013,4,28,845,840,5,954,955,-1,"EV",4600,"N16961","EWR","BOS",46,200,8,40,2013-04-28 08:00:00
2013,7,17,1906,1830,36,2108,2055,13,"WN",1454,"N791SW","EWR","MSY",145,1167,18,30,2013-07-17 18:00:00
2013,5,6,615,615,0,911,915,-4,"AA",1895,"N3BUAA","EWR","MIA",161,1085,6,15,2013-05-06 06:00:00
2013,2,18,859,900,-1,1107,1135,-28,"DL",485,"N302DQ","EWR","ATL",110,746,9,0,2013-02-18 09:00:00
2013,5,17,1048,1052,-4,1345,1406,-21,"B6",1471,"N536JB","LGA","FLL",140,1076,10,52,2013-05-17 10:00:00
2013,9,16,655,700,-5,932,934,-2,"DL",1547,"N930DL","LGA","ATL",115,762,7,0,2013-09-16 07:00:00
2013,1,3,1757,1759,-2,2108,2109,-1,"UA",1292,"N39423","EWR","FLL",165,1065,17,59,2013-01-03 17:00:00
2013,3,28,1152,1157,-5,1438,1450,-12,"B6",27,"N178JB","JFK","TPA",138,1005,11,57,2013-03-28 11:00:00
2013,1,22,1948,1900,48,2102,2015,47,"US",2187,"N737US","LGA","DCA",47,214,19,0,2013-01-22 19:00:00
2013,6,19,1747,1727,20,2044,2040,4,"UA",1266,"N68452","EWR","LAX",311,2454,17,27,2013-06-19 17:00:00
2013,7,3,1137,1125,12,1441,1440,1,"AA",2099,"N3DMAA","LGA","MIA",155,1096,11,25,2013-07-03 11:00:00
2013,9,6,1253,1300,-7,1522,1600,-38,"VX",411,"N628VA","JFK","LAX",305,2475,13,0,2013-09-06 13:00:00
2013,9,4,1924,1930,-6,2204,2231,-27,"DL",1435,"N343NB","LGA","TPA",139,1010,19,30,2013-09-04 19:00:00
2013,1,22,1745,1745,0,2009,1953,16,"DL",2331,"N919DE","LGA","DTW",87,502,17,45,2013-01-22 17:00:00
2013,6,18,1107,1115,-8,1242,1252,-10,"EV",5273,"N708EV","LGA","PIT",61,335,11,15,2013-06-18 11:00:00
2013,3,23,912,900,12,1226,1213,13,"UA",737,"N451UA","EWR","IAH",229,1400,9,0,2013-03-23 09:00:00
2013,2,23,1946,1955,-9,2256,2310,-14,"AA",1709,"N3FHAA","LGA","MIA",162,1096,19,55,2013-02-23 19:00:00
2013,5,1,1042,1030,12,1329,1400,-31,"VX",187,"N635VA","EWR","SFO",330,2565,10,30,2013-05-01 10:00:00
2013,11,1,853,900,-7,1146,1157,-11,"B6",27,"N592JB","EWR","MCO",141,937,9,0,2013-11-01 09:00:00
2013,10,18,1608,1545,23,1840,1819,21,"DL",843,"N389DA","JFK","ATL",114,760,15,45,2013-10-18 15:00:00
2013,11,18,1658,1700,-2,1824,1840,-16,"WN",2960,"N737JW","LGA","BNA",124,764,17,0,2013-11-18 17:00:00
2013,2,22,1447,1456,-9,1616,1624,-8,"9E",4357,"N8515F","JFK","ORF",59,290,14,56,2013-02-22 14:00:00
2013,12,26,1922,1930,-8,2142,2158,-16,"FL",1020,"N951AT","LGA","ATL",112,762,19,30,2013-12-26 19:00:00
2013,1,5,1852,1810,42,2059,2035,24,"9E",3542,"N602LR","JFK","MSP",158,1029,18,10,2013-01-05 18:00:00
2013,5,1,858,900,-2,1127,1225,-58,"AA",1,"N320AA","JFK","LAX",306,2475,9,0,2013-05-01 09:00:00
2013,5,6,1251,1300,-9,1406,1410,-4,"US",2175,"N757UW","LGA","DCA",42,214,13,0,2013-05-06 13:00:00
2013,11,20,1154,1200,-6,1255,1308,-13,"B6",316,"N184JB","JFK","SYR",42,209,12,0,2013-11-20 12:00:00
2013,6,6,1715,1719,-4,1826,1848,-22,"EV",3853,"N13989","EWR","BUF",49,282,17,19,2013-06-06 17:00:00
2013,1,24,1953,2000,-7,2058,2114,-16,"US",2142,"N952UW","LGA","BOS",44,184,20,0,2013-01-24 20:00:00
2013,9,15,1814,1820,-6,2013,2000,13,"EV",5503,"N713EV","LGA","PIT",54,335,18,20,2013-09-15 18:00:00
2013,3,31,1859,1745,74,2214,2055,79,"UA",1721,"N75851","EWR","LAX",339,2454,17,45,2013-03-31 17:00:00
2013,7,17,1151,1115,36,1314,1230,44,"MQ",3718,"N544MQ","EWR","ORD",105,719,11,15,2013-07-17 11:00:00
2013,10,15,821,825,-4,1057,1120,-23,"UA",294,"N483UA","EWR","MCO",129,937,8,25,2013-10-15 08:00:00
2013,9,17,1754,1800,-6,1905,1917,-12,"US",2158,"N965UW","LGA","BOS",36,184,18,0,2013-09-17 18:00:00
2013,11,13,549,600,-11,831,854,-23,"B6",605,"N605JB","EWR","FLL",145,1065,6,0,2013-11-13 06:00:00
2013,3,26,925,930,-5,1039,1102,-23,"9E",3613,"N8964E","JFK","ROC",51,264,9,30,2013-03-26 09:00:00
2013,8,26,553,600,-7,804,830,-26,"AA",707,"N3JBAA","LGA","DFW",175,1389,6,0,2013-08-26 06:00:00
2013,12,12,820,829,-9,1027,1039,-12,"EV",4638,"N29917","EWR","CVG",103,569,8,29,2013-12-12 08:00:00
2013,5,5,1805,1805,0,2119,2128,-9,"B6",217,"N561JB","JFK","LGB",327,2465,18,5,2013-05-05 18:00:00
2013,2,26,1747,1725,22,1856,1827,29,"EV",4316,"N11551","EWR","BWI",46,169,17,25,2013-02-26 17:00:00
2013,3,24,1606,1610,-4,1734,1758,-24,"9E",3437,"N905XJ","JFK","MKE",113,745,16,10,2013-03-24 16:00:00
2013,5,3,1615,1600,15,1903,1915,-12,"DL",1461,"N727TW","JFK","LAX",317,2475,16,0,2013-05-03 16:00:00
2013,12,30,745,739,6,1222,1238,-16,"UA",1216,"N71411","EWR","SJU",200,1608,7,39,2013-12-30 07:00:00
2013,9,2,1544,1530,14,1852,1845,7,"AA",85,"N356AA","JFK","SFO",332,2586,15,30,2013-09-02 15:00:00
2013,6,12,1440,1448,-8,1651,1738,-47,"UA",515,"N579UA","LGA","IAH",174,1416,14,48,2013-06-12 14:00:00
2013,10,5,1908,1850,18,2239,2225,14,"DL",435,"N722TW","JFK","SFO",349,2586,18,50,2013-10-05 18:00:00
2013,8,9,2143,2029,74,24,2248,96,"EV",5804,"N18120","EWR","OMA",162,1134,20,29,2013-08-09 20:00:00
2013,9,3,1341,1330,11,1530,1545,-15,"WN",4103,"N242WN","EWR","PHX",268,2133,13,30,2013-09-03 13:00:00
2013,3,4,1324,1325,-1,1633,1650,-17,"VX",411,"N621VA","JFK","LAX",349,2475,13,25,2013-03-04 13:00:00
2013,7,24,1300,1225,35,1501,1435,26,"WN",226,"N552WN","EWR","DEN",219,1605,12,25,2013-07-24 12:00:00
2013,2,15,834,840,-6,1152,1147,5,"UA",443,"N557UA","JFK","LAX",342,2475,8,40,2013-02-15 08:00:00
2013,8,14,845,850,-5,1024,1030,-6,"AA",313,"N4YSAA","LGA","ORD",116,733,8,50,2013-08-14 08:00:00
2013,10,8,1545,1545,0,1658,1705,-7,"AA",256,"N3FJAA","JFK","BOS",33,187,15,45,2013-10-08 15:00:00
2013,2,1,1327,1325,2,1813,1810,3,"B6",705,"N703JB","JFK","SJU",205,1598,13,25,2013-02-01 13:00:00
2013,6,21,1050,1055,-5,1313,1347,-34,"DL",1275,"N3749D","JFK","SLC",244,1990,10,55,2013-06-21 10:00:00
2013,10,14,2017,2022,-5,2134,2155,-21,"B6",105,"N329JB","JFK","ORD",117,740,20,22,2013-10-14 20:00:00
2013,4,17,2147,1800,227,2318,1944,214,"UA",463,"N801UA","EWR","ORD",113,719,18,0,2013-04-17 18:00:00
2013,4,2,738,740,-2,932,948,-16,"EV",4505,"N13965","EWR","GRR",100,605,7,40,2013-04-02 07:00:00
2013,10,4,740,749,-9,1016,1043,-27,"B6",1717,"N565JB","LGA","TPA",131,1010,7,49,2013-10-04 07:00:00
2013,5,10,1430,1435,-5,1537,1600,-23,"9E",4205,"N8659B","JFK","BWI",37,184,14,35,2013-05-10 14:00:00
2013,4,30,2116,2130,-14,2235,2300,-25,"MQ",4617,"N521MQ","LGA","RDU",61,431,21,30,2013-04-30 21:00:00
2013,5,1,1815,1830,-15,1922,1955,-33,"MQ",4484,"N735MQ","LGA","BNA",105,764,18,30,2013-05-01 18:00:00
2013,9,23,556,600,-4,658,659,-1,"US",2167,"N712US","LGA","DCA",39,214,6,0,2013-09-23 06:00:00
2013,7,5,1104,1115,-11,1239,1305,-26,"MQ",3281,"N713MQ","LGA","CMH",76,479,11,15,2013-07-05 11:00:00
2013,8,26,628,630,-2,819,836,-17,"EV",4535,"N12195","EWR","MSP",145,1008,6,30,2013-08-26 06:00:00
2013,1,25,555,601,-6,739,725,14,"EV",4708,"N14972","EWR","MKE",130,725,6,1,2013-01-25 06:00:00
2013,10,27,1913,1920,-7,2220,2243,-23,"B6",71,"N517JB","JFK","SLC",282,1990,19,20,2013-10-27 19:00:00
2013,8,24,1529,1530,-1,1813,1845,-32,"UA",1001,"N11206","EWR","SFO",326,2565,15,30,2013-08-24 15:00:00
2013,7,23,602,609,-7,813,810,3,"EV",3833,"N10156","EWR","CVG",97,569,6,9,2013-07-23 06:00:00
2013,5,15,1217,1220,-3,1400,1414,-14,"EV",3846,"N14991","EWR","CLT",77,529,12,20,2013-05-15 12:00:00
2013,4,10,556,600,-4,649,701,-12,"US",2114,"N749US","LGA","BOS",32,184,6,0,2013-04-10 06:00:00
2013,6,3,1930,1815,75,2149,2044,65,"DL",926,"N319US","EWR","ATL",102,746,18,15,2013-06-03 18:00:00
2013,7,17,1349,1210,99,1633,1500,93,"AA",743,"N4XUAA","LGA","DFW",179,1389,12,10,2013-07-17 12:00:00
2013,2,3,1214,1220,-6,1334,1350,-16,"MQ",3697,"N521MQ","EWR","ORD",119,719,12,20,2013-02-03 12:00:00
2013,4,30,1749,1730,19,1947,1919,28,"US",449,"N653AW","EWR","CLT",81,529,17,30,2013-04-30 17:00:00
2013,3,15,1650,1650,0,1923,1855,28,"EV",4997,"N748EV","EWR","DTW",108,488,16,50,2013-03-15 16:00:00
2013,9,23,1039,1040,-1,1253,1308,-15,"UA",1409,"N17229","EWR","LAS",296,2227,10,40,2013-09-23 10:00:00
2013,4,27,817,809,8,924,935,-11,"EV",4420,"N14562","EWR","ORF",51,284,8,9,2013-04-27 08:00:00
2013,1,29,1129,1129,0,1433,1438,-5,"B6",133,"N807JB","JFK","RSW",163,1074,11,29,2013-01-29 11:00:00
2013,7,17,1003,900,63,1251,1206,45,"B6",5,"N566JB","EWR","FLL",144,1065,9,0,2013-07-17 09:00:00
2013,3,9,1604,1600,4,1806,1831,-25,"EV",4699,"N11121","EWR","MSY",161,1167,16,0,2013-03-09 16:00:00
2013,6,4,1641,1645,-4,1851,1851,0,"DL",1473,"N359NB","LGA","MEM",133,963,16,45,2013-06-04 16:00:00
2013,11,22,1459,1500,-1,1740,1729,11,"UA",745,"N575UA","LGA","DEN",258,1620,15,0,2013-11-22 15:00:00
2013,5,28,1124,1130,-6,1402,1428,-26,"B6",61,"N584JB","JFK","FLL",144,1069,11,30,2013-05-28 11:00:00
2013,10,28,848,850,-2,1007,1028,-21,"EV",5286,"N750EV","LGA","BTV",40,258,8,50,2013-10-28 08:00:00
2013,8,18,1323,1324,-1,1429,1432,-3,"US",2049,"N957UW","LGA","PHL",36,96,13,24,2013-08-18 13:00:00
2013,9,2,1748,1800,-12,1851,1917,-26,"US",2191,"N717UW","LGA","DCA",42,214,18,0,2013-09-02 18:00:00
2013,11,11,2148,2125,23,2349,2328,21,"EV",3845,"N15910","EWR","GSP",100,594,21,25,2013-11-11 21:00:00
2013,10,24,1450,1446,4,1729,1717,12,"EV",4140,"N13994","EWR","ATL",125,746,14,46,2013-10-24 14:00:00
2013,8,30,551,608,-17,656,719,-23,"B6",2180,"N273JB","EWR","BOS",42,200,6,8,2013-08-30 06:00:00
2013,10,30,2045,2030,15,2212,2201,11,"FL",354,"N958AT","LGA","CAK",63,397,20,30,2013-10-30 20:00:00
2013,11,3,1524,1529,-5,1734,1730,4,"EV",4576,"N12922","EWR","GRR",104,605,15,29,2013-11-03 15:00:00
2013,4,8,654,655,-1,857,912,-15,"B6",117,"N228JB","JFK","MSY",165,1182,6,55,2013-04-08 06:00:00
2013,10,16,657,700,-3,823,833,-10,"UA",331,"N843UA","LGA","ORD",127,733,7,0,2013-10-16 07:00:00
2013,6,20,807,743,24,937,918,19,"EV",4125,"N17169","EWR","GSO",63,445,7,43,2013-06-20 07:00:00
2013,9,4,1432,1440,-8,1718,1742,-24,"DL",1902,"N351NB","LGA","PBI",142,1035,14,40,2013-09-04 14:00:00
2013,7,27,1659,1659,0,1820,1832,-12,"UA",1190,"N53442","EWR","ORD",104,719,16,59,2013-07-27 16:00:00
2013,10,21,1016,1000,16,1124,1114,10,"UA",276,"N411UA","EWR","BOS",53,200,10,0,2013-10-21 10:00:00
2013,10,7,2029,1925,64,2315,2227,48,"DL",1435,"N324NB","LGA","TPA",150,1010,19,25,2013-10-07 19:00:00
2013,1,30,600,610,-10,905,915,-10,"AA",1837,"N3ABAA","LGA","MIA",148,1096,6,10,2013-01-30 06:00:00
2013,2,24,1515,1520,-5,1821,1842,-21,"DL",1097,"N310NW","LGA","MIA",165,1096,15,20,2013-02-24 15:00:00
2013,3,1,2223,2150,33,123,42,41,"B6",325,"N570JB","JFK","TPA",165,1005,21,50,2013-03-01 21:00:00
2013,4,16,1429,1435,-6,1558,1611,-13,"UA",1025,"N38458","EWR","CLE",69,404,14,35,2013-04-16 14:00:00
2013,5,29,821,745,36,1011,928,43,"EV",4099,"N36915","EWR","STL",127,872,7,45,2013-05-29 07:00:00
2013,10,26,1501,1459,2,1756,1754,2,"DL",500,"N3747D","JFK","LAS",301,2248,14,59,2013-10-26 14:00:00
2013,4,24,930,934,-4,1227,1227,0,"UA",1623,"N57111","EWR","MCO",129,937,9,34,2013-04-24 09:00:00
2013,3,17,1151,1200,-9,1407,1430,-23,"MQ",4658,"N544MQ","LGA","ATL",116,762,12,0,2013-03-17 12:00:00
2013,1,17,741,745,-4,925,922,3,"UA",560,"N404UA","EWR","ORD",131,719,7,45,2013-01-17 07:00:00
2013,5,13,1511,1429,42,1759,1738,21,"DL",1779,"N322US","LGA","FLL",152,1076,14,29,2013-05-13 14:00:00
2013,10,10,1856,1841,15,2017,2010,7,"B6",2202,"N279JB","JFK","BUF",51,301,18,41,2013-10-10 18:00:00
2013,1,15,927,935,-8,1221,1238,-17,"B6",361,"N561JB","LGA","PBI",153,1035,9,35,2013-01-15 09:00:00
2013,4,1,1649,1646,3,1843,1825,18,"UA",1683,"N77431","EWR","CLE",70,404,16,46,2013-04-01 16:00:00
2013,1,16,1506,1500,6,1641,1639,2,"UA",685,"N424UA","LGA","ORD",131,733,15,0,2013-01-16 15:00:00
2013,1,11,1000,1006,-6,1207,1219,-12,"EV",4250,"N14916","EWR","IND",110,645,10,6,2013-01-11 10:00:00
2013,12,16,812,820,-8,940,940,0,"MQ",3370,"N812MQ","JFK","DCA",53,213,8,20,2013-12-16 08:00:00
2013,12,1,550,600,-10,825,854,-29,"B6",605,"N706JB","EWR","FLL",140,1065,6,0,2013-12-01 06:00:00
2013,3,11,1705,1700,5,1950,1933,17,"DL",1499,"N617DL","LGA","ATL",123,762,17,0,2013-03-11 17:00:00
2013,11,23,1534,1533,1,1832,1839,-7,"UA",1695,"N37437","EWR","IAH",201,1400,15,33,2013-11-23 15:00:00
2013,9,23,1828,1730,58,2011,1910,61,"WN",318,"N960WN","EWR","STL",125,872,17,30,2013-09-23 17:00:00
2013,1,11,1756,1800,-4,1910,1913,-3,"US",2185,"N768US","LGA","DCA",52,214,18,0,2013-01-11 18:00:00
2013,10,8,1956,2003,-7,2212,2237,-25,"EV",4204,"N12126","EWR","OKC",177,1325,20,3,2013-10-08 20:00:00
2013,12,28,1141,1147,-6,1439,1457,-18,"B6",323,"N632JB","JFK","LAX",331,2475,11,47,2013-12-28 11:00:00
2013,3,3,1351,1400,-9,1603,1631,-28,"B6",615,"N806JB","JFK","JAX",113,828,14,0,2013-03-03 14:00:00
2013,11,28,924,920,4,1238,1245,-7,"VX",407,"N625VA","JFK","LAX",349,2475,9,20,2013-11-28 09:00:00
2013,1,21,1328,1330,-2,1644,1617,27,"B6",525,"N265JB","EWR","MCO",166,937,13,30,2013-01-21 13:00:00
2013,5,10,1257,1301,-4,1348,1412,-24,"B6",1008,"N309JB","JFK","BOS",33,187,13,1,2013-05-10 13:00:00
2013,1,15,1954,2000,-6,2247,2312,-25,"B6",801,"N552JB","JFK","FLL",148,1069,20,0,2013-01-15 20:00:00
2013,11,30,2143,2150,-7,2248,2311,-23,"EV",3846,"N14950","EWR","ROC",44,246,21,50,2013-11-30 21:00:00
2013,6,20,2155,2155,0,59,43,16,"B6",425,"N558JB","JFK","TPA",134,1005,21,55,2013-06-20 21:00:00
2013,3,15,1625,1627,-2,1916,1926,-10,"B6",369,"N536JB","LGA","PBI",130,1035,16,27,2013-03-15 16:00:00
2013,4,22,725,730,-5,1112,1131,-19,"B6",215,"N637JB","EWR","SJU",206,1608,7,30,2013-04-22 07:00:00
2013,11,25,625,625,0,744,750,-6,"WN",1360,"N8613K","LGA","MDW",116,725,6,25,2013-11-25 06:00:00
2013,8,24,1150,1200,-10,1329,1345,-16,"MQ",3404,"N725MQ","LGA","RDU",69,431,12,0,2013-08-24 12:00:00
2013,7,28,1945,1905,40,2206,2103,63,"9E",3433,"N605LR","JFK","PIT",61,340,19,5,2013-07-28 19:00:00
2013,2,11,1214,1217,-3,1600,1556,4,"UA",1227,"N37274","EWR","PHX",323,2133,12,17,2013-02-11 12:00:00
2013,9,20,1545,1545,0,1927,1939,-12,"DL",4,"N3772H","JFK","SJU",199,1598,15,45,2013-09-20 15:00:00
2013,4,28,1726,1730,-4,1939,1956,-17,"F9",419,"N218FR","LGA","DEN",220,1620,17,30,2013-04-28 17:00:00
2013,1,1,1843,1835,8,2339,2346,-7,"DL",329,"N900PC","JFK","SJU",192,1598,18,35,2013-01-01 18:00:00
2013,9,26,1447,1450,-3,1725,1755,-30,"UA",395,"N485UA","EWR","FLL",137,1065,14,50,2013-09-26 14:00:00
2013,1,31,1902,1900,2,2250,2238,12,"DL",87,"N624AG","JFK","LAX",338,2475,19,0,2013-01-31 19:00:00
2013,2,10,808,815,-7,949,1015,-26,"US",675,"N665AW","EWR","CLT",79,529,8,15,2013-02-10 08:00:00
2013,3,28,553,600,-7,829,910,-41,"AA",707,"N3JPAA","LGA","DFW",197,1389,6,0,2013-03-28 06:00:00
2013,1,9,815,817,-2,1103,1058,5,"DL",914,"N354NW","LGA","DEN",262,1620,8,17,2013-01-09 08:00:00
2013,2,26,1558,1600,-2,1824,1850,-26,"DL",920,"N393DA","JFK","DEN",226,1626,16,0,2013-02-26 16:00:00
2013,3,1,853,900,-7,1024,1022,2,"US",2167,"N751UW","LGA","DCA",45,214,9,0,2013-03-01 09:00:00
2013,7,3,806,756,10,944,930,14,"EV",4125,"N13913","EWR","GSO",68,445,7,56,2013-07-03 07:00:00
2013,10,1,1930,1934,-4,2115,2136,-21,"EV",4370,"N16981","EWR","CHS",82,628,19,34,2013-10-01 19:00:00
2013,11,17,1351,1400,-9,1541,1557,-16,"EV",4100,"N11548","EWR","MEM",149,946,14,0,2013-11-17 14:00:00
2013,5,7,1625,1615,10,1844,1840,4,"MQ",4657,"N5PBMQ","LGA","ATL",101,762,16,15,2013-05-07 16:00:00
2013,5,30,1823,1829,-6,2003,2033,-30,"US",1973,"N181UW","EWR","CLT",72,529,18,29,2013-05-30 18:00:00
2013,12,19,922,855,27,1218,1142,36,"UA",1162,"N27724","EWR","JAC",275,1874,8,55,2013-12-19 08:00:00
2013,11,28,726,730,-4,1020,1040,-20,"AA",29,"N3JTAA","LGA","PBI",149,1035,7,30,2013-11-28 07:00:00
2013,3,1,625,631,-6,735,740,-5,"B6",1002,"N661JB","JFK","BOS",37,187,6,31,2013-03-01 06:00:00
2013,7,10,1453,1430,23,1630,1610,20,"EV",4596,"N23139","EWR","STL",127,872,14,30,2013-07-10 14:00:00
2013,4,16,636,640,-4,1016,1040,-24,"AA",413,"N3DLAA","JFK","SJU",189,1598,6,40,2013-04-16 06:00:00
2013,3,15,1054,1055,-1,1315,1342,-27,"B6",1183,"N552JB","JFK","MCO",126,944,10,55,2013-03-15 10:00:00
2013,11,14,923,925,-2,1225,1305,-40,"WN",2166,"N7732A","EWR","AUS",212,1504,9,25,2013-11-14 09:00:00
2013,6,17,1058,1107,-9,1145,1208,-23,"EV",4404,"N13949","EWR","PVD",32,160,11,7,2013-06-17 11:00:00
2013,5,5,1323,1329,-6,1501,1513,-12,"EV",4464,"N26545","EWR","MEM",131,946,13,29,2013-05-05 13:00:00
2013,6,19,2155,2030,85,2341,2245,56,"9E",4033,"N8944B","LGA","TYS",89,647,20,30,2013-06-19 20:00:00
2013,10,22,1607,1612,-5,1816,1820,-4,"EV",4352,"N11536","EWR","CVG",104,569,16,12,2013-10-22 16:00:00
2013,3,11,1200,1200,0,1348,1400,-12,"US",1443,"N714US","JFK","CLT",90,541,12,0,2013-03-11 12:00:00
2013,3,21,1205,1200,5,1344,1309,35,"US",2173,"N767UW","LGA","DCA",48,214,12,0,2013-03-21 12:00:00
2013,5,19,935,932,3,1252,1236,16,"B6",77,"N531JB","JFK","FLL",167,1069,9,32,2013-05-19 09:00:00
2013,4,18,2307,2105,122,42,2234,128,"EV",4641,"N13979","EWR","MKE",110,725,21,5,2013-04-18 21:00:00
2013,11,12,1135,1135,0,1254,1249,5,"EV",5796,"N14186","EWR","ROC",47,246,11,35,2013-11-12 11:00:00
2013,7,21,806,810,-4,1021,1029,-8,"DL",27,"N3735D","JFK","ATL",103,760,8,10,2013-07-21 08:00:00
2013,8,21,1301,1300,1,1403,1425,-22,"UA",1734,"N13113","EWR","ORD",102,719,13,0,2013-08-21 13:00:00
2013,6,11,2050,1905,105,2343,2224,79,"B6",111,"N821JB","JFK","FLL",150,1069,19,5,2013-06-11 19:00:00
2013,3,30,837,835,2,1100,1134,-34,"B6",517,"N531JB","EWR","MCO",126,937,8,35,2013-03-30 08:00:00
2013,9,20,601,600,1,814,815,-1,"FL",347,"N291AT","LGA","ATL",101,762,6,0,2013-09-20 06:00:00
2013,4,25,1250,1245,5,1518,1513,5,"UA",356,"N418UA","EWR","PHX",309,2133,12,45,2013-04-25 12:00:00
2013,6,13,630,630,0,739,749,-10,"EV",4533,"N14562","EWR","BUF",48,282,6,30,2013-06-13 06:00:00
2013,7,23,2306,2129,97,12,2244,88,"UA",1451,"N39475","EWR","BOS",47,200,21,29,2013-07-23 21:00:00
2013,2,7,1205,1155,10,1517,1458,19,"B6",625,"N274JB","JFK","HOU",227,1428,11,55,2013-02-07 11:00:00
2013,8,2,2051,2059,-8,2255,2307,-12,"EV",5254,"N604QX","LGA","DSM",150,1031,20,59,2013-08-02 20:00:00
2013,5,5,1212,1215,-3,1329,1350,-21,"WN",529,"N508SW","EWR","STL",116,872,12,15,2013-05-05 12:00:00
2013,2,11,820,808,12,1020,1013,7,"EV",4230,"N41104","EWR","GRR",99,605,8,8,2013-02-11 08:00:00
2013,6,21,2044,2030,14,2201,2202,-1,"FL",485,"N938AT","LGA","CAK",60,397,20,30,2013-06-21 20:00:00
2013,7,30,2133,2129,4,2318,2326,-8,"EV",4700,"N14972","EWR","CLT",78,529,21,29,2013-07-30 21:00:00
2013,6,22,1345,1345,0,1555,1635,-40,"AA",753,"N3ABAA","LGA","DFW",174,1389,13,45,2013-06-22 13:00:00
2013,9,10,843,850,-7,1107,1144,-37,"UA",1626,"N38446","EWR","SAN",304,2425,8,50,2013-09-10 08:00:00
2013,8,10,1802,1720,42,1916,1900,16,"B6",1516,"N265JB","JFK","SYR",44,209,17,20,2013-08-10 17:00:00
2013,7,29,1635,1630,5,1929,1939,-10,"B6",423,"N789JB","JFK","LAX",323,2475,16,30,2013-07-29 16:00:00
2013,4,14,1533,1535,-2,1652,1655,-3,"WN",1153,"N456WN","EWR","MDW",109,711,15,35,2013-04-14 15:00:00
2013,12,29,1635,1629,6,1953,1932,21,"B6",1161,"N570JB","LGA","PBI",159,1035,16,29,2013-12-29 16:00:00
2013,7,25,1451,1439,12,1650,1644,6,"DL",1819,"N988DL","LGA","MSP",144,1020,14,39,2013-07-25 14:00:00
2013,11,14,702,710,-8,1016,1025,-9,"AA",1345,"N339AA","JFK","MIA",154,1089,7,10,2013-11-14 07:00:00
2013,12,6,1242,1245,-3,1447,1449,-2,"DL",1131,"N943DL","LGA","DTW",85,502,12,45,2013-12-06 12:00:00
2013,3,13,614,615,-1,727,740,-13,"WN",1972,"N900WN","EWR","MDW",108,711,6,15,2013-03-13 06:00:00
2013,9,21,806,800,6,1059,1110,-11,"DL",2190,"N909DE","JFK","MIA",132,1089,8,0,2013-09-21 08:00:00
2013,11,30,1518,1520,-2,1825,1839,-14,"DL",1982,"N321NB","LGA","MIA",151,1096,15,20,2013-11-30 15:00:00
2013,4,15,1450,1400,50,1557,1513,44,"US",2177,"N763US","LGA","DCA",46,214,14,0,2013-04-15 14:00:00
2013,9,29,938,942,-4,1144,1156,-12,"UA",1462,"N37274","EWR","DEN",209,1605,9,42,2013-09-29 09:00:00
2013,9,15,1924,1930,-6,2113,2125,-12,"MQ",3349,"N524MQ","LGA","MSP",145,1020,19,30,2013-09-15 19:00:00
